mintel_index,mintel_company,ultimate_company,compustat_conm,cosine_score,entityOne,entityTwo,Answer,Explanation
730,The Clorox Company,The Clorox Company,CLOROX CO/DE,0.7400717343877606,The Clorox Company | The Clorox Company,CLOROX CO/DE,Yes,"Both names refer to the same company, as 'CLOROX CO/DE' is a variation of the name used for legal or stock market purposes and 'The Clorox Company' is the full company name."
731,Nespresso,Nestl,STARBUCKS CORP,0.4414199656546718,Nespresso | Nestl,STARBUCKS CORP,No,"Nespresso is a brand owned by Nestlé, while Starbucks Corp is an independent coffee company not owned by Nestlé."
732,Sanofi Vietnam Shareholding,Sanofi,SANOFI,0.6011504272021678,Sanofi Vietnam Shareholding | Sanofi,SANOFI,Yes,"Sanofi Vietnam Shareholding is a part of the global healthcare company Sanofi. They refer to the same company, with the former being a subsidiary or regional division of the latter."
733,Hanesbrands Consumer Services,Hanesbrands Consumer Services,HANESBRANDS INC,0.7175716201047385,Hanesbrands Consumer Services | Hanesbrands Consumer Services,HANESBRANDS INC,Yes,Hanesbrands Consumer Services is part of the operations or a subsidiary under the parent company Hanesbrands Inc.
734,JFC International Vineyards,JFC International Vineyards,CONSTELLATION BRANDS,0.4117233215995113,JFC International Vineyards | JFC International Vineyards,CONSTELLATION BRANDS,No,JFC International Vineyards and Constellation Brands are distinct entities with no direct parent-subsidiary or brand relationship.
735,CVZ,CVZ,CVS HEALTH CORP,0.3872944469653668,CVZ | CVZ,CVS HEALTH CORP,No,There is no known relationship between CVZ | CVZ and CVS Health Corp. based on the provided entity names.
736,Oral B,Procter & Gamble,PROCTER & GAMBLE CO,0.6238151325614354,Oral B | Procter & Gamble,PROCTER & GAMBLE CO,Yes,"Oral B is a brand owned by Procter & Gamble, making it a part of the same corporate entity."
737,Ball Aluminum Cup,Ball Aluminum Cup,BALL CORP,0.4984368437921086,Ball Aluminum Cup | Ball Aluminum Cup,BALL CORP,Yes,"Ball Aluminum Cup is a product line owned by Ball Corporation, indicating a parent-subsidiary or brand relationship."
738,Abbott Diagnostics Scarborough,Abbott Diagnostics Scarborough,ABBOTT LABORATORIES,0.5722856926392483,Abbott Diagnostics Scarborough | Abbott Diagnostics Scarborough,ABBOTT LABORATORIES,Yes,"Abbott Diagnostics Scarborough is a subsidiary of Abbott Laboratories, which owns multiple diagnostic and healthcare product subsidiaries."
739,Conagra Brands,ConAgra Foods,CONAGRA BRANDS INC,0.7867371773754279,Conagra Brands | ConAgra Foods,CONAGRA BRANDS INC,Yes,"Conagra Brands, previously known as ConAgra Foods, is the same entity as CONAGRA BRANDS INC, representing a rebranded version or the official incorporated name."
740,Molson Coors Beverages,Molson Coors Beverages,MOLSON COORS BEVERAGE CO,0.8197071928864315,Molson Coors Beverages | Molson Coors Beverages,MOLSON COORS BEVERAGE CO,Yes,"Molson Coors Beverage Company and Molson Coors Beverages refer to the same corporate entity, with name variations due to branding or format."
741,3M ESPE,3M ESPE,3M CO,0.5496475640495663,3M ESPE | 3M ESPE,3M CO,Yes,"3M ESPE is a division of 3M CO, which is a parent-subsidiary relationship."
742,Fromagerie de Riom-s-Montagnes,Fromagerie de Riom-s-Montagnes,SAPUTO INC,0.3736134219995436,Fromagerie de Riom-s-Montagnes | Fromagerie de Riom-s-Montagnes,SAPUTO INC,No,Fromagerie de Riom-s-Montagnes does not have a publicly known direct brand or parent-subsidiary relationship with Saputo Inc.
743,Robinson Fresh,Robinson Fresh,C H ROBINSON WORLDWIDE INC,0.5371591638902341,Robinson Fresh | Robinson Fresh,C H ROBINSON WORLDWIDE INC,Yes,"Robinson Fresh is a division of C.H. Robinson Worldwide, Inc., which manages the fresh produce business for the company."
744,Coors Brewing,Coors Brewing,MOLSON COORS BEVERAGE CO,0.6623193343310878,Coors Brewing | Coors Brewing,MOLSON COORS BEVERAGE CO,Yes,"Coors Brewing is a subsidiary of Molson Coors Beverage Co, following the merger between Molson and Coors."
745,Constellation Brands,Constellation Brands,CONSTELLATION BRANDS,0.8412587965212028,Constellation Brands | Constellation Brands,CONSTELLATION BRANDS,Yes,"Both refer to the same company, with only differences in capitalization."
746,EcoLab,EcoLab,ECOLAB INC,0.7628162687776741,EcoLab | EcoLab,ECOLAB INC,Yes,"EcoLab and ECOLAB INC refer to the same company, with EcoLab being a common stylistic representation and ECOLAB INC as the formal/legal name."
747,Kirin,Kirin Holdings,KIRIN HOLDINGS CO LTD,0.8347574529640173,Kirin | Kirin Holdings,KIRIN HOLDINGS CO LTD,Yes,"Kirin Holdings refers to KIRIN HOLDINGS CO LTD, which is the full legal name of the company. They are the same entity."
748,Mississauga,Mississauga,METRO INC,0.3564179609553265,Mississauga | Mississauga,METRO INC,No,"Mississauga refers to a city in Ontario, Canada, while METRO INC is a Canadian food retailer. They do not share parent-subsidiary or brand relationships."
749,Mad Vine,Molson Coors Brewing,MOLSON COORS BEVERAGE CO,0.695108711521078,Mad Vine | Molson Coors Brewing,MOLSON COORS BEVERAGE CO,Yes,"Mad Vine is a brand or part of Molson Coors Brewing, and Molson Coors Beverage Co is the rebranded or corporate name of the same company."
750,Walmart,Walmart,WALMART INC,0.6951846159797399,Walmart | Walmart,WALMART INC,Yes,"Both entities refer to Walmart, with Walmart Inc. being the official corporate name for the retail giant."
751,C.S.,C.S.,COCA-COLA CO,0.3486116367814612,C.S. | C.S.,COCA-COLA CO,Yes,C.S. | C.S. is a beverage brand owned by The Coca-Cola Company.
752,Sam's West,Walmart,WALMART INC,0.5813624008112345,Sam's West | Walmart,WALMART INC,Yes,"Sam's West is a division of Walmart, and both are under Walmart Inc."
753,Kashi Sales,Kellogg,GENERAL MILLS INC,0.4905635394777281,Kashi Sales | Kellogg,GENERAL MILLS INC,No,"Kashi is a brand owned by Kellogg, which is a separate company from General Mills Inc. There is no parent-subsidiary or brand relationship between Kellogg and General Mills."
754,Bare Foods,PepsiCo,PEPSICO INC,0.5859782731608331,Bare Foods | PepsiCo,PEPSICO INC,Yes,"Bare Foods is a brand owned by PepsiCo, and PEPSICO INC is the corporate name of the parent company, thus they refer to the same corporate family."
755,Bayer HealthCare,Bayer HealthCare,BAYER AG,0.7286466743161322,Bayer HealthCare | Bayer HealthCare,BAYER AG,Yes,"Bayer HealthCare is a subsidiary of BAYER AG, which is a global pharmaceutical and life sciences company."
756,Big Heart Pet Brands,J.M. Smucker,SMUCKER (JM) CO,0.5900130572997705,Big Heart Pet Brands | J.M. Smucker,SMUCKER (JM) CO,Yes,"Big Heart Pet Brands is a subsidiary of J.M. Smucker, and J.M. Smucker Co. refers to the parent company."
757,Wonder Brands,Wonder Brands,NEWELL BRANDS INC,0.4966790911753618,Wonder Brands | Wonder Brands,NEWELL BRANDS INC,No,"Wonder Brands and NEWELL BRANDS INC are distinct entities. Newell Brands Inc. is a known consumer goods company, while Wonder Brands is not prominently associated with it."
758,JNJ Operations,JNJ Operations,JOHNSON & JOHNSON,0.5920208805218103,JNJ Operations | JNJ Operations,JOHNSON & JOHNSON,Yes,"JNJ often stands for Johnson & Johnson, indicating a likely relationship between JNJ Operations and the parent company Johnson & Johnson."
759,New Belgium Brewing,Kirin Holdings,KIRIN HOLDINGS CO LTD,0.5984998706607837,New Belgium Brewing | Kirin Holdings,KIRIN HOLDINGS CO LTD,Yes,"Kirin Holdings Co., Ltd. is the parent company owning New Belgium Brewing through its subsidiary, Lion Little World Beverages, making these entities part of the same corporate structure."
760,Marie Callender's,ConAgra Foods,CONAGRA BRANDS INC,0.5803051590384598,Marie Callender's | ConAgra Foods,CONAGRA BRANDS INC,Yes,ConAgra Foods rebranded to ConAgra Brands Inc. and owns the Marie Callender's brand.
761,Adusa Distribution,Ahold Delhaize,KONINKLIJKE AHOLD DELHAIZE,0.626632376808526,Adusa Distribution | Ahold Delhaize,KONINKLIJKE AHOLD DELHAIZE,Yes,"Adusa Distribution is a part of Ahold Delhaize, and KONINKLIJKE AHOLD DELHAIZE is the official name of the corporate entity Ahold Delhaize."
762,Blue Moon Brewery,Molson Coors Brewing,MOLSON COORS BEVERAGE CO,0.6651550570007168,Blue Moon Brewery | Molson Coors Brewing,MOLSON COORS BEVERAGE CO,Yes,"Blue Moon Brewery is a brand owned by Molson Coors Brewing, and Molson Coors Beverage Co is the new name for Molson Coors Brewing."
763,Ultima Foods,Ultima Foods,SAPUTO INC,0.5488433339351896,Ultima Foods | Ultima Foods,SAPUTO INC,No,"Ultima Foods and SAPUTO INC are distinct entities. Ultima Foods specializes in dairy products, while SAPUTO INC is a global dairy company not necessarily associated with owning Ultima Foods."
764,Sam's Club General Offices,Walmart,WALMART INC,0.5709203513472471,Sam's Club General Offices | Walmart,WALMART INC,Yes,"Sam's Club is a retail warehouse club owned by Walmart Inc., making them part of the same corporate entity."
765,Rockstar,PepsiCo,PEPSICO INC,0.5816879325583465,Rockstar | PepsiCo,PEPSICO INC,Yes,"PepsiCo is the parent company of the Rockstar energy drink brand, making them part of the same corporate structure."
766,Newell Farmlands,Newell Farmlands,NEWELL BRANDS INC,0.4677758005458617,Newell Farmlands | Newell Farmlands,NEWELL BRANDS INC,Yes,"Newell Farmlands is likely a brand or subsidiary under Newell Brands Inc., a company known for having a wide portfolio of brands."
767,Deciem,Deciem,ESTEE LAUDER COMPANIES INC,0.4156874212226372,Deciem | Deciem,ESTEE LAUDER COMPANIES INC,Yes,"Estee Lauder Companies Inc. owns a stake in Deciem, including a majority share, effectively making Deciem part of the Estee Lauder Companies' brand portfolio."
768,Sanofi Consumer Healthcare,Sanofi,SANOFI,0.7120363417834671,Sanofi Consumer Healthcare | Sanofi,SANOFI,Yes,"Sanofi Consumer Healthcare is a business unit of Sanofi, indicating a parent–subsidiary relationship."
769,Enjoy Life Natural Brands,Mondelez International,MONDELEZ INTERNATIONAL INC,0.6359159394747259,Enjoy Life Natural Brands | Mondelez International,MONDELEZ INTERNATIONAL INC,Yes,"Enjoy Life Natural Brands is a brand owned by Mondelez International, and Mondelez International Inc is the full legal name of Mondelez International."
770,JJSBF,Johnson & Johnson,JOHNSON & JOHNSON,0.7215285092317343,JJSBF | Johnson & Johnson,JOHNSON & JOHNSON,Yes,"JJSBF is the stock ticker for Johnson & Johnson, indicating they refer to the same company."
771,Nehemiah Manufacturing,Nehemiah Manufacturing,NEWELL BRANDS INC,0.3842843389949315,Nehemiah Manufacturing | Nehemiah Manufacturing,NEWELL BRANDS INC,No,Nehemiah Manufacturing and NEWELL BRANDS INC are distinct entities with no known direct corporate relationship such as a parent-subsidiary or brand relationship.
772,Fortinos,Fortinos,LOBLAW COS LTD,0.5042860420318866,Fortinos | Fortinos,LOBLAW COS LTD,Yes,Fortinos is a supermarket chain owned by Loblaw Companies Limited.
773,Pepsi/Lipton Tea,Pepsi/Lipton Tea,PEPSICO INC,0.5624551062101428,Pepsi/Lipton Tea | Pepsi/Lipton Tea,PEPSICO INC,Yes,"Pepsi/Lipton Tea is a joint venture associated with PepsiCo, suggesting a brand relationship. PepsiCo Inc is the parent company involved in the venture."
774,Woodstock,United Natural Foods / UNFI,UNITED NATURAL FOODS INC,0.6545462208869299,Woodstock | United Natural Foods / UNFI,UNITED NATURAL FOODS INC,Yes,"United Natural Foods, Inc. (UNFI) owns and operates a variety of brands, including Woodstock. Thus, both entities refer to the same company structure, with Woodstock being a brand under UNFI."
775,Santa Cruz Natural Incorporated,J.M. Smucker,SMUCKER (JM) CO,0.631117372966039,Santa Cruz Natural Incorporated | J.M. Smucker,SMUCKER (JM) CO,Yes,"Santa Cruz Natural Incorporated is a subsidiary under J.M. Smucker, and 'SMUCKER (JM) CO' refers to the same parent company, The J.M. Smucker Company."
776,Good Measure,Good Measure,METRO INC,0.2697243355793204,Good Measure | Good Measure,METRO INC,No,Good Measure and METRO INC are not directly related based on available corporate and brand ownership information.
777,Amazon,Amazon,AMAZON.COM INC,0.6221071875943078,Amazon | Amazon,AMAZON.COM INC,Yes,AMAZON.COM INC is the formal corporate name of the company commonly referred to as Amazon. They refer to the same entity.
778,TC Hard Seltzer,TC Hard Seltzer,MOLSON COORS BEVERAGE CO,0.4468530880983409,TC Hard Seltzer | TC Hard Seltzer,MOLSON COORS BEVERAGE CO,Yes,TC Hard Seltzer is a brand owned by Molson Coors Beverage Company.
779,CVS Health,CVS Health,CVS HEALTH CORP,0.812810263657552,CVS Health | CVS Health,CVS HEALTH CORP,Yes,"CVS Health and CVS Health Corp refer to the same company, where CVS Health Corp is the full formal name of the corporation."
780,Molson Coors Beverage,Molson Coors Brewing,MOLSON COORS BEVERAGE CO,0.8184325540248952,Molson Coors Beverage | Molson Coors Brewing,MOLSON COORS BEVERAGE CO,Yes,Molson Coors Brewing was the former name of Molson Coors Beverage Company. The entity has undergone a rebranding to reflect its broader beverage focus.
781,Dempster's,Dempster's,LOBLAW COS LTD,0.3441976868177728,Dempster's | Dempster's,LOBLAW COS LTD,No,"Dempster's is a brand of baked goods owned by Canada Bread, which is not owned by Loblaws. Loblaw Companies Limited is a separate Canadian food retailer."
782,Lowe's Home Centers,Lowe's Home Centers,LOWE'S COS INC,0.720645518555715,Lowe's Home Centers | Lowe's Home Centers,LOWE'S COS INC,Yes,"Lowe's Home Centers operates as a subsidiary of Lowe's Companies, Inc., which owns and operates the Lowe's brand of home improvement and appliance stores."
783,Bavaria,Anheuser-Busch InBev,AMBEV SA,0.5593628743100726,Bavaria | Anheuser-Busch InBev,AMBEV SA,Yes,"AMBEV SA is a subsidiary of Anheuser-Busch InBev, which is a large global brewing company. Bavaria is a part of their product portfolio or brand lineup."
784,L G Sourcing,L G Sourcing,LOWE'S COS INC,0.3837108405075698,L G Sourcing | L G Sourcing,LOWE'S COS INC,Yes,"L G Sourcing is a subsidiary or purchasing arm of Lowe's Companies, Inc., responsible for sourcing products for Lowe's."
785,Cantine Giacomo Montresor,Cantine Giacomo Montresor,CONSTELLATION BRANDS,0.3581236493142,Cantine Giacomo Montresor | Cantine Giacomo Montresor,CONSTELLATION BRANDS,No,Cantine Giacomo Montresor is an Italian winery and Constellation Brands is a large American beverage alcohol company; there is no known ownership or brand relationship between them.
786,General Mills Sales,General Mills Sales,GENERAL MILLS INC,0.6852550465359016,General Mills Sales | General Mills Sales,GENERAL MILLS INC,Yes,"General Mills Sales is a likely subsidiary or division of General Mills Inc, given they're both part of the same corporate entity."
787,CK Mondavi and Family,CK Mondavi and Family,CONSTELLATION BRANDS,0.4393073293172873,CK Mondavi and Family | CK Mondavi and Family,CONSTELLATION BRANDS,No,"CK Mondavi and Family is a separate wine brand owned by the Mondavi family, while Constellation Brands is a large beverage company with its own portfolio of brands."
788,Target Corporation,Target Corporation,TARGET CORP,0.7682231900979094,Target Corporation | Target Corporation,TARGET CORP,Yes,Target Corporation and TARGET CORP are simply different stylizations of the same corporate entity.
789,Epic Provisions,Epic Provisions,HORMEL FOODS CORP,0.3610763253514425,Epic Provisions | Epic Provisions,HORMEL FOODS CORP,Yes,Epic Provisions is a brand owned by Hormel Foods Corporation.
